ID,start_timestamp,end_timestamp,PlayerName (Team),next_action_type,next_action_result,FXID,ShirtNumber,HomeAway,FxTID,TeamName,PlayerID,PlayerFirstName,PlayerLastName,Period,MatchTime,FxDate,HomeTeam,AwayTeam
1,195.125269742,200.125269742,Kazuma Ueda (Japan),Tackle,Green,951844,11,H,3000,Japan,58487,Kazuma,Ueda,1,312,12/09/2026,Japan,USA
2,201.548308167,206.548308167,Nathan Den Hoedt (USA),Ruck,Green,951844,5,A,2950,USA,27699,Nathan,Den Hoedt,1,318,12/09/2026,Japan,USA
3,202.361604971,207.361604971,Shilo Klein (USA),Ruck,Green,951844,2,A,2950,USA,34447,Shilo,Klein,1,319,12/09/2026,Japan,USA
4,202.909840841,208.410285181,Payton Telea-Ilalio (USA),Ruck,Green,951844,1,A,2950,USA,53734,Payton,Telea-Ilalio,1,320,12/09/2026,Japan,USA
5,203.921925165,208.921925165,Marno Redelinghuys (USA),Carry,Green,951844,6,A,2950,USA,25254,Marno,Redelinghuys,1,320,12/09/2026,Japan,USA
6,206.55433106575964,214.0986326643333,Jack Cornelsen (Japan),Tackle,Red,951844,8,H,3000,Japan,23697,Jack,Cornelsen,1,321,12/09/2026,Japan,USA
7,207.5970783506663,217.8997424373333,Shuhei Takeuchi (Japan),Tackle,Yellow,951844,3,H,3000,Japan,37874,Shuhei,Takeuchi,1,321,12/09/2026,Japan,USA
8,208.093358865,214.7980602400001,Sojiro Otsuka (Japan),Tackle,Green,951844,1,H,3000,Japan,61689,Sojiro,Otsuka,1,321,12/09/2026,Japan,USA
9,213.6202267573696,226.9998576583334,Sojiro Otsuka (Japan),Kick Retreat,Green,951844,1,H,3000,Japan,61689,Sojiro,Otsuka,1,330,12/09/2026,Japan,USA
10,213.6202267573696,226.9998576583334,Shuhei Takeuchi (Japan),Kick Retreat,Green,951844,3,H,3000,Japan,37874,Shuhei,Takeuchi,1,330,12/09/2026,Japan,USA
11,213.6202267573696,226.9998576583334,Michael Stolberg (Japan),Kick Retreat,Green,951844,4,H,3000,Japan,22169,Michael,Stolberg,1,330,12/09/2026,Japan,USA
