ID,start_timestamp,end_timestamp,PlayerName (Team),next_action_type,next_action_result,FXID,ShirtNumber,HomeAway,FxTID,TeamName,PlayerID,PlayerFirstName,PlayerLastName,Period,MatchTime,FxDate,HomeTeam,AwayTeam
1,12.61970429,20.700016360999843,Jamie Osborne (Ireland),Kick Chase,Green,949571,15,A,600,Ireland,37941,Jamie,Osborne,1,12,11/07/2026,Japan,Ireland
2,13.674444444444443,21.600142800002317,Nick Timoney (Ireland),Tackle,Green,949571,7,A,600,Ireland,22811,Nick,Timoney,1,12,11/07/2026,Japan,Ireland
3,16.220860412,22.810465465,Tom O'Toole (Ireland),Tackle,Green,949571,1,A,600,Ireland,24773,Tom,O'Toole,1,15,11/07/2026,Japan,Ireland
4,16.269865447,21.269865447,Jack Cornelsen (Japan),Ruck,Green,949571,8,H,3000,Japan,23697,Jack,Cornelsen,1,15,11/07/2026,Japan,Ireland
5,16.704671201814058,23.396872765023105,Kanji Shimokawa (Japan),Carry,Green,949571,7,H,3000,Japan,30962,Kanji,Shimokawa,1,16,11/07/2026,Japan,Ireland
6,17.992031108597526,24.29519406729976,Shuhei Takeuchi (Japan),Carry,Green,949571,3,H,3000,Japan,37874,Shuhei,Takeuchi,1,18,11/07/2026,Japan,Ireland
7,18.401911299,23.401911299,Mamoru Harada (Japan),Ruck,Green,949571,2,H,3000,Japan,34483,Mamoru,Harada,1,18,11/07/2026,Japan,Ireland
8,18.401911299,23.401911299,Yuya Hirose (Japan),Ruck,Green,949571,12,H,3000,Japan,61922,Yuya,Hirose,1,18,11/07/2026,Japan,Ireland
9,21.105268576,26.105268576,Ben Gunter (Japan),Ruck,Green,949571,6,H,3000,Japan,26283,Ben,Gunter,1,21,11/07/2026,Japan,Ireland
10,21.105268576,26.105268576,Takuro Matsunaga (Japan),Ruck,Green,949571,15,H,3000,Japan,38312,Takuro,Matsunaga,1,21,11/07/2026,Japan,Ireland
11,23.007891156462584,29.699809338365075,Mamoru Harada (Japan),Ruck,Green,949571,2,H,3000,Japan,34483,Mamoru,Harada,1,23,11/07/2026,Japan,Ireland
12,23.007891156462584,29.699809338365075,Harry Hockings (Japan),Ruck,Green,949571,4,H,3000,Japan,24957,Harry,Hockings,1,23,11/07/2026,Japan,Ireland
13,23.007891156462584,29.699809338365075,Takato Okabe (Japan),Ruck,Green,949571,1,H,3000,Japan,32321,Takato,Okabe,1,23,11/07/2026,Japan,Ireland
14,23.007891156462584,29.699809338365075,Warner Dearns (Japan),Ruck,Green,949571,5,H,3000,Japan,40399,Warner,Dearns,1,23,11/07/2026,Japan,Ireland
15,23.026144343,30.50015250499737,Ronan Kelleher (Ireland),Tackle,Green,949571,2,A,600,Ireland,24772,Ronan,Kelleher,1,23,11/07/2026,Japan,Ireland
16,26.48514618,32.90001233700039,Nick Timoney (Ireland),Tackle,Green,949571,7,A,600,Ireland,22811,Nick,Timoney,1,26,11/07/2026,Japan,Ireland
17,27.611252142,38.89983512330944,Mamoru Harada (Japan),Kick Chase,Green,949571,2,H,3000,Japan,34483,Mamoru,Harada,1,26,11/07/2026,Japan,Ireland
18,27.611252142,38.89983512330944,Harry Hockings (Japan),Kick Chase,Green,949571,4,H,3000,Japan,24957,Harry,Hockings,1,26,11/07/2026,Japan,Ireland
19,27.611252142,38.89983512330944,Kanji Shimokawa (Japan),Kick Chase,Green,949571,7,H,3000,Japan,30962,Kanji,Shimokawa,1,26,11/07/2026,Japan,Ireland
20,27.611252142,38.89983512330944,Takato Okabe (Japan),Kick Chase,Green,949571,1,H,3000,Japan,32321,Takato,Okabe,1,26,11/07/2026,Japan,Ireland
21,27.611252142,38.89983512330944,Shuhei Takeuchi (Japan),Kick Chase,Green,949571,3,H,3000,Japan,37874,Shuhei,Takeuchi,1,26,11/07/2026,Japan,Ireland
22,27.611252142,38.89983512330944,Warner Dearns (Japan),Kick Chase,Green,949571,5,H,3000,Japan,40399,Warner,Dearns,1,26,11/07/2026,Japan,Ireland
23,27.611252142,38.89983512330944,Ben Gunter (Japan),Kick Chase,Green,949571,6,H,3000,Japan,26283,Ben,Gunter,1,26,11/07/2026,Japan,Ireland
24,27.611252142,38.89983512330944,Jack Cornelsen (Japan),Kick Chase,Green,949571,8,H,3000,Japan,23697,Jack,Cornelsen,1,26,11/07/2026,Japan,Ireland
25,27.611252142,38.89983512330944,Taira Main (Japan),Kick Chase,Green,949571,11,H,3000,Japan,37810,Taira,Main,1,26,11/07/2026,Japan,Ireland
26,27.611252142,38.89983512330944,Kazuma Ueda (Japan),Kick Chase,Green,949571,14,H,3000,Japan,58487,Kazuma,Ueda,1,26,11/07/2026,Japan,Ireland
27,27.611252142,38.89983512330944,Dylan Riley (Japan),Kick Chase,Green,949571,13,H,3000,Japan,27652,Dylan,Riley,1,26,11/07/2026,Japan,Ireland
28,27.611252142,38.89983512330944,Yuya Hirose (Japan),Kick Chase,Green,949571,12,H,3000,Japan,61922,Yuya,Hirose,1,26,11/07/2026,Japan,Ireland
29,28.027794731999997,39.58722483,Tom O'Toole (Ireland),Kick Retreat,Green,949571,1,A,600,Ireland,24773,Tom,O'Toole,1,26,11/07/2026,Japan,Ireland
30,28.027794731999997,39.58722483,Ronan Kelleher (Ireland),Kick Retreat,Green,949571,2,A,600,Ireland,24772,Ronan,Kelleher,1,26,11/07/2026,Japan,Ireland
31,28.027794731999997,39.58722483,Thomas Clarkson (Ireland),Kick Retreat,Green,949571,3,A,600,Ireland,33866,Thomas,Clarkson,1,26,11/07/2026,Japan,Ireland
32,28.027794731999997,39.58722483,Tadhg Beirne (Ireland),Kick Retreat,Green,949571,4,A,600,Ireland,19657,Tadhg,Beirne,1,26,11/07/2026,Japan,Ireland
33,28.027794731999997,39.58722483,James Ryan (Ireland),Kick Retreat,Green,949571,5,A,600,Ireland,23932,James,Ryan,1,26,11/07/2026,Japan,Ireland
