ID,start_timestamp,end_timestamp,PlayerName (Team),next_action_type,next_action_result,FXID,ShirtNumber,HomeAway,FxTID,TeamName,PlayerID,PlayerFirstName,PlayerLastName,Period,MatchTime,FxDate,HomeTeam,AwayTeam
1,11.787316275999473,20.50101721499994,Marko Gazzotti (France),Tackle,Green,949576,7,A,650,France,56688,Marko,Gazzotti,1,9,18/07/2026,Japan,France
2,11.799167997669612,17.90654306,Jack Cornelsen (Japan),Carry,Green,949576,8,H,3000,Japan,23697,Jack,Cornelsen,1,9,18/07/2026,Japan,France
3,16.219784652,21.219784652,Harry Hockings (Japan),Ruck,Green,949576,4,H,3000,Japan,24957,Harry,Hockings,1,8,18/07/2026,Japan,France
4,16.219784652,21.219784652,Ben Gunter (Japan),Ruck,Green,949576,7,H,3000,Japan,26283,Ben,Gunter,1,8,18/07/2026,Japan,France
5,16.219784652,21.219784652,Esei Haangana (Japan),Ruck,Green,949576,6,H,3000,Japan,27745,Esei,Haangana,1,8,18/07/2026,Japan,France
6,18.488647261,31.231329211,Sojiro Otsuka (Japan),Kick Chase,Green,949576,1,H,3000,Japan,61689,Sojiro,Otsuka,1,8,18/07/2026,Japan,France
7,18.488647261,31.231329211,Keijiro Tamefusa (Japan),Kick Chase,Green,949576,3,H,3000,Japan,61929,Keijiro,Tamefusa,1,8,18/07/2026,Japan,France
8,18.488647261,31.231329211,Hayate Era (Japan),Kick Chase,Green,949576,2,H,3000,Japan,61955,Hayate,Era,1,8,18/07/2026,Japan,France
9,18.488647261,31.231329211,Harry Hockings (Japan),Kick Chase,Green,949576,4,H,3000,Japan,24957,Harry,Hockings,1,8,18/07/2026,Japan,France
10,18.488647261,31.231329211,Warner Dearns (Japan),Kick Chase,Red,949576,5,H,3000,Japan,40399,Warner,Dearns,1,8,18/07/2026,Japan,France
11,18.488647261,31.231329211,Ben Gunter (Japan),Kick Chase,Green,949576,7,H,3000,Japan,26283,Ben,Gunter,1,8,18/07/2026,Japan,France
12,18.488647261,31.231329211,Samisoni Tua (Japan),Kick Chase,Green,949576,12,H,3000,Japan,36581,Samisoni,Tua,1,8,18/07/2026,Japan,France
13,18.488647261,31.231329211,Dylan Riley (Japan),Kick Chase,Green,949576,13,H,3000,Japan,27652,Dylan,Riley,1,8,18/07/2026,Japan,France
