ID,start_timestamp,end_timestamp,PlayerName (Team),next_action_type,next_action_result,FXID,ShirtNumber,HomeAway,FxTID,TeamName,PlayerID,PlayerFirstName,PlayerLastName,Period,MatchTime
1,8.131166683,31.498051149333087,Warner Dearns (Japan),CARRY BIG,Red,941345,5,H,3000,Japan,40399,Warner,Dearns,1,7
2,9.424557823129252,25.012278591,Tommaso Menoncello (Italy),TACKLE BIG,Red,941345,12,A,952,Italy,37801,Tommaso,Menoncello,1,8
3,9.893038548752834,29.498143527333337,Takayoshi Mohara (Japan),RUCK BIG,Green,941345,1,H,3000,Japan,58070,Takayoshi,Mohara,1,8
4,14.109138321995466,25.979338584,Andrea Zambonin (Italy),TACKLE ON FEET BIG,Green,941345,5,A,952,Italy,34688,Andrea,Zambonin,1,12
5,14.400861678004537,30.798065714999765,Mamoru Harada (Japan),RUCK ON FEET BIG,Green,941345,2,H,3000,Japan,34483,Mamoru,Harada,1,12
6,18.774331065759636,30.899908011666465,Faulua Makisi (Japan),RUCK ON FEET BIG,Green,941345,8,H,3000,Japan,23417,Faulua,Makisi,1,17
7,19.513990929705216,29.981268098,Danilo Fischetti (Italy),TACKLE ON FEET BIG,Red,941345,1,A,952,Italy,27370,Danilo,Fischetti,1,17
8,27.529567684,32.529567684,Martin Page-Relo (Italy),CHARGE DOWN,Green,941345,9,A,952,Italy,37288,Martin,Page-Relo,1,27
9,47.742335600907026,63.10053546103665,Danilo Fischetti (Italy),LINEOUT ATTACK,Green,941345,1,A,952,Italy,27370,Danilo,Fischetti,1,45
10,47.742335600907026,63.10053546103665,Giacomo Nicotera (Italy),LINEOUT ATTACK,Green,941345,2,A,952,Italy,37804,Giacomo,Nicotera,1,45
11,47.742335600907026,63.10053546103665,Marco Riccioni (Italy),LINEOUT ATTACK,Green,941345,3,A,952,Italy,24112,Marco,Riccioni,1,45
12,47.742335600907026,63.10053546103665,Niccolo Cannone (Italy),LINEOUT ATTACK,Green,941345,4,A,952,Italy,27864,Niccolo,Cannone,1,45
13,47.742335600907026,63.10053546103665,Andrea Zambonin (Italy),LINEOUT ATTACK,Green,941345,5,A,952,Italy,34688,Andrea,Zambonin,1,45
14,47.913998271,63.628051207,Shuhei Takeuchi (Japan),LINEOUT DEFENCE,Green,941345,3,H,3000,Japan,37874,Shuhei,Takeuchi,1,45
15,47.913998271,63.628051207,Takayoshi Mohara (Japan),LINEOUT DEFENCE,Green,941345,1,H,3000,Japan,58070,Takayoshi,Mohara,1,45
16,48.362250236,63.628051207,Warner Dearns (Japan),LINEOUT DEFENCE,Green,941345,5,H,3000,Japan,40399,Warner,Dearns,1,45
17,48.362250236,63.628051207,Michael Leitch (Japan),LINEOUT DEFENCE,Green,941345,7,H,3000,Japan,11306,Michael,Leitch,1,45
18,48.362250236,63.628051207,Eishin Kuwano (Japan),LINEOUT DEFENCE,Green,941345,4,H,3000,Japan,28920,Eishin,Kuwano,1,45
19,49.421536996,63.10053546103665,Ross Vintcent (Italy),LINEOUT ATTACK,Green,941345,6,A,952,Italy,38638,Ross,Vintcent,1,48
20,55.9985976066756,70.40108068768288,Tommaso Menoncello (Italy),RUCK ON FEET BIG,Green,941345,12,A,952,Italy,37801,Tommaso,Menoncello,1,54
21,56.697822231255145,70.40108068768288,Giacomo Nicotera (Italy),RUCK ON FEET BIG,Green,941345,2,A,952,Italy,37804,Giacomo,Nicotera,1,55
22,60.96430839002268,67.99518584566268,Lorenzo Cannone (Italy),CARRY BIG,Yellow,941345,8,A,952,Italy,36688,Lorenzo,Cannone,1,58
23,61.94113378684807,76.79719137866216,Takayoshi Mohara (Japan),LINEBREAK ATTACK,Gold,941345,1,H,3000,Japan,58070,Takayoshi,Mohara,1,101
24,66.92766439909298,75.89682668466217,Louis Lynagh (Italy),TACKLE ON FEET BIG,Green,941345,14,A,952,Italy,35623,Louis,Lynagh,1,106
25,69.71927437641723,80.675040811,Takayoshi Mohara (Japan),RUCK ON FEET BIG,Green,941345,1,H,3000,Japan,58070,Takayoshi,Mohara,1,105
26,70.58011734597902,83.19701491798587,Rikiya Matsuda (Japan),RUCK BIG,Gold,941345,10,H,3000,Japan,25307,Rikiya,Matsuda,1,109
27,71.070797563,76.070797563,Lorenzo Cannone (Italy),Defence - Not in Line,Red,941345,8,A,952,Italy,36688,Lorenzo,Cannone,1,109
28,72.051145296,83.19631684965022,Taiki Koyama (Japan),CARRY BIG,Gold,941345,9,H,3000,Japan,28928,Taiki,Koyama,1,110
29,72.29911428033286,86.490273586,Warner Dearns (Japan),CARRY BIG,Green,941345,5,H,3000,Japan,40399,Warner,Dearns,1,110
30,73.054341547,85.59714847899978,Eishin Kuwano (Japan),RUCK BIG,Green,941345,4,H,3000,Japan,28920,Eishin,Kuwano,1,111
31,74.635199467,84.51627526,Michele Lamaro (Italy),TACKLE BIG,Green,941345,7,A,952,Italy,27368,Michele,Lamaro,1,113
32,76.2226984126984,87.99840712766681,Michael Leitch (Japan),RUCK BIG,Green,941345,7,H,3000,Japan,11306,Michael,Leitch,1,114
33,77.653803421,93.161862228,Shuhei Takeuchi (Japan),CARRY BIG,Green,941345,3,H,3000,Japan,37874,Shuhei,Takeuchi,1,116
34,78.1994842579788,90.00022896730562,Ross Vintcent (Italy),TACKLE BIG,Green,941345,6,A,952,Italy,38638,Ross,Vintcent,1,117
35,78.431419884,91.59716539166637,Mamoru Harada (Japan),RUCK ON FEET BIG,Green,941345,2,H,3000,Japan,34483,Mamoru,Harada,1,117
36,79.2865121,91.89958627066652,Dylan Riley (Japan),RUCK BIG,Green,941345,13,H,3000,Japan,27652,Dylan,Riley,1,118
37,79.821007631,85.99809986166723,Niccolo Cannone (Italy),TACKLE BIG,Green,941345,4,A,952,Italy,27864,Niccolo,Cannone,1,118
38,82.60664399092971,108.42766439909298,Faulua Makisi (Japan),RUCK ON FEET BIG,Yellow,941345,8,H,3000,Japan,23417,Faulua,Makisi,1,121
39,82.98687074829932,96.78716553287984,Giacomo Nicotera (Italy),JACKLER ON FEET BIG,Yellow,941345,2,A,952,Italy,37804,Giacomo,Nicotera,1,121
40,85.73965986394558,100.342168223,Samisoni Tua (Japan),RUCK BIG,Green,941345,12,H,3000,Japan,36581,Samisoni,Tua,1,124
41,85.99917866533312,102.29968883699952,Yoshitaka Yazaki (Japan),CARRY BIG,Green,941345,15,H,3000,Japan,59862,Yoshitaka,Yazaki,1,124
42,86.39884931724322,101.40093466865918,Lorenzo Cannone (Italy),TACKLE BIG,Green,941345,8,A,952,Italy,36688,Lorenzo,Cannone,1,125
43,89.14215419501134,101.69684188633288,Amanaki Saumaki (Japan),RUCK BIG,Green,941345,6,H,3000,Japan,28966,Amanaki,Saumaki,1,127
44,89.79716962199974,110.00010816666628,Shuhei Takeuchi (Japan),CARRY BIG,Green,941345,3,H,3000,Japan,37874,Shuhei,Takeuchi,1,128
45,91.72548752834469,109.19777201433315,Eishin Kuwano (Japan),RUCK ON FEET BIG,Green,941345,4,H,3000,Japan,28920,Eishin,Kuwano,1,130
46,93.02532879818594,98.02532879818594,Giacomo Nicotera (Italy),TACKLE BIG,Green,941345,2,A,952,Italy,37804,Giacomo,Nicotera,1,131
47,93.02532879818594,107.843067005,Giacomo Nicotera (Italy),JACKLER BIG,Red,941345,2,A,952,Italy,37804,Giacomo,Nicotera,1,131
48,94.04387755102042,109.78028382764444,Warner Dearns (Japan),RUCK BIG,Green,941345,5,H,3000,Japan,40399,Warner,Dearns,1,131
49,99.57213151927438,110.312150277,Marco Riccioni (Italy),TACKLE BIG,Green,941345,3,A,952,Italy,24112,Marco,Riccioni,1,138
50,102.623982141,116.547477075,Dylan Riley (Japan),CARRY BIG,Green,941345,13,H,3000,Japan,27652,Dylan,Riley,1,141
51,103.19795918367348,116.398863489992,Mamoru Harada (Japan),RUCK ON FEET BIG,Green,941345,2,H,3000,Japan,34483,Mamoru,Harada,1,141
52,103.59824071199702,112.7010757950673,Martin Page-Relo (Italy),TACKLE BIG,Green,941345,9,A,952,Italy,37288,Martin,Page-Relo,1,141
53,104.21993197278913,109.21993197278913,Marco Riccioni (Italy),Defence - Not in Line,Red,941345,3,A,952,Italy,24112,Marco,Riccioni,1,143
54,104.21993197278913,109.21993197278913,Andrea Zambonin (Italy),Defence - Not in Line,Red,941345,5,A,952,Italy,34688,Andrea,Zambonin,1,143
55,104.21993197278913,109.21993197278913,Ross Vintcent (Italy),Defence - Not in Line,Red,941345,6,A,952,Italy,38638,Ross,Vintcent,1,143
56,104.425514397,116.29814100065562,Takayoshi Mohara (Japan),RUCK ON FEET BIG,Green,941345,1,H,3000,Japan,58070,Takayoshi,Mohara,1,143
57,105.78138321995463,123.39702859900008,Amanaki Saumaki (Japan),CARRY BIG,Red,941345,6,H,3000,Japan,28966,Amanaki,Saumaki,1,144
58,109.60873015873015,122.0990604746359,Shuhei Takeuchi (Japan),RUCK ON FEET BIG,Green,941345,3,H,3000,Japan,37874,Shuhei,Takeuchi,1,145
59,110.475196762,121.39858103,Giacomo Nicotera (Italy),TACKLE BIG,Red,941345,2,A,952,Italy,37804,Giacomo,Nicotera,1,148
60,111.91385487528343,130.111819597,Warner Dearns (Japan),KICK CHASE,Green,941345,5,H,3000,Japan,40399,Warner,Dearns,1,148
61,111.91385487528343,130.111819597,Michael Leitch (Japan),KICK CHASE,Green,941345,7,H,3000,Japan,11306,Michael,Leitch,1,148
62,111.91385487528343,130.111819597,Amanaki Saumaki (Japan),KICK CHASE,Yellow,941345,6,H,3000,Japan,28966,Amanaki,Saumaki,1,148
63,111.91385487528343,130.111819597,Taiki Koyama (Japan),KICK CHASE,Green,941345,9,H,3000,Japan,28928,Taiki,Koyama,1,148
64,111.91385487528343,130.111819597,Shuhei Takeuchi (Japan),KICK CHASE,Green,941345,3,H,3000,Japan,37874,Shuhei,Takeuchi,1,148
65,111.91385487528343,130.111819597,Tomoki Osada (Japan),KICK CHASE,Green,941345,11,H,3000,Japan,31059,Tomoki,Osada,1,148
66,111.91385487528343,130.111819597,Samisoni Tua (Japan),KICK CHASE,Green,941345,12,H,3000,Japan,36581,Samisoni,Tua,1,148
67,111.91385487528343,130.111819597,Takayoshi Mohara (Japan),KICK CHASE,Green,941345,1,H,3000,Japan,58070,Takayoshi,Mohara,1,148
68,111.91385487528343,130.111819597,Mamoru Harada (Japan),KICK CHASE,Green,941345,2,H,3000,Japan,34483,Mamoru,Harada,1,148
69,112.08006802721088,130.254818054,Faulua Makisi (Japan),KICK CHASE,Green,941345,8,H,3000,Japan,23417,Faulua,Makisi,1,148
70,112.08006802721088,130.254818054,Dylan Riley (Japan),KICK CHASE,Yellow,941345,13,H,3000,Japan,27652,Dylan,Riley,1,148
71,112.080068311,120.496435952,Eishin Kuwano (Japan),RUCK ON FEET BIG,Yellow,941345,4,H,3000,Japan,28920,Eishin,Kuwano,1,148
72,112.53430839002267,123.7028184629822,Jone Naikabula (Japan),KICK CHASE,Green,941345,14,H,3000,Japan,28091,Jone,Naikabula,1,148
73,112.7071201814059,130.733297153,Danilo Fischetti (Italy),KICK RETREAT,Green,941345,1,A,952,Italy,27370,Danilo,Fischetti,1,153
74,112.7071201814059,130.733297153,Marco Riccioni (Italy),KICK RETREAT,Green,941345,3,A,952,Italy,24112,Marco,Riccioni,1,153
75,112.7071201814059,130.733297153,Andrea Zambonin (Italy),KICK RETREAT,Green,941345,5,A,952,Italy,34688,Andrea,Zambonin,1,153
76,112.7071201814059,130.733297153,Ross Vintcent (Italy),KICK RETREAT,Green,941345,6,A,952,Italy,38638,Ross,Vintcent,1,153
77,112.7071201814059,130.733297153,Michele Lamaro (Italy),KICK RETREAT,Green,941345,7,A,952,Italy,27368,Michele,Lamaro,1,153
78,112.7071201814059,130.733297153,Lorenzo Cannone (Italy),KICK RETREAT,Green,941345,8,A,952,Italy,36688,Lorenzo,Cannone,1,153
79,112.7071201814059,130.733297153,Martin Page-Relo (Italy),KICK RETREAT,Green,941345,9,A,952,Italy,37288,Martin,Page-Relo,1,153
80,112.7071201814059,130.733297153,Jacopo Trulla (Italy),KICK RETREAT,Green,941345,11,A,952,Italy,33830,Jacopo,Trulla,1,153
81,112.7071201814059,130.733297153,Tommaso Menoncello (Italy),KICK RETREAT,Green,941345,12,A,952,Italy,37801,Tommaso,Menoncello,1,153
82,112.7071201814059,130.733297153,Juan Ignacio Brex (Italy),KICK RETREAT,Green,941345,13,A,952,Italy,19767,Juan Ignacio,Brex,1,153
83,112.7071201814059,130.733297153,Louis Lynagh (Italy),KICK RETREAT,Green,941345,14,A,952,Italy,35623,Louis,Lynagh,1,153
84,115.108639926,120.108639926,Marco Riccioni (Italy),TACKLE BIG,Green,941345,3,A,952,Italy,24112,Marco,Riccioni,1,153
85,115.303567371,121.59464622899628,Eishin Kuwano (Japan),KICK CHASE,Yellow,941345,4,H,3000,Japan,28920,Eishin,Kuwano,1,153
86,117.38866213151928,130.85997628,Giacomo Nicotera (Italy),KICK RETREAT,Red,941345,2,A,952,Italy,37804,Giacomo,Nicotera,1,157
87,117.38866213151928,130.85997628,Niccolo Cannone (Italy),KICK RETREAT,Red,941345,4,A,952,Italy,27864,Niccolo,Cannone,1,157
88,119.075188131,125.549676676,Jone Naikabula (Japan),TACKLE BIG,Green,941345,14,H,3000,Japan,28091,Jone,Naikabula,1,157
89,119.7988973109952,134.60099121906947,Tommaso Menoncello (Italy),RUCK ON FEET BIG,Green,941345,12,A,952,Italy,37801,Tommaso,Menoncello,1,158
90,121.19887091322236,135.5009357073044,Ange Capuozzo (Italy),CARRY BIG,Green,941345,15,A,952,Italy,34627,Ange,Capuozzo,1,200
91,122.492117325,131.423742425,Michael Leitch (Japan),TACKLE BIG,Green,941345,7,H,3000,Japan,11306,Michael,Leitch,1,202
92,122.7962358276644,136.09937164466794,Samisoni Tua (Japan),JACKLER BIG,Green,941345,12,H,3000,Japan,36581,Samisoni,Tua,1,202
93,125.3534693877551,136.8964231723237,Jacopo Trulla (Italy),RUCK BIG,Green,941345,11,A,952,Italy,33830,Jacopo,Trulla,1,204
94,126.599128662335,152.00034815567122,Marco Riccioni (Italy),CARRY BIG,Green,941345,3,A,952,Italy,24112,Marco,Riccioni,1,205
95,129.3272335600907,145.79790177497367,Shuhei Takeuchi (Japan),TACKLE BIG,Yellow,941345,3,H,3000,Japan,37874,Shuhei,Takeuchi,1,208
