ID,start_timestamp,end_timestamp,PlayerName (Team),next_action_type,next_action_result,FXID,ShirtNumber,HomeAway,FxTID,TeamName,PlayerID,PlayerFirstName,PlayerLastName,Period,MatchTime,FxDate,HomeTeam,AwayTeam
1,8.798314643330546,18.200128184998377,Harry Potter (Australia),Tackle,Green,949622,11,H,100,Australia,30387,Harry,Potter,1,6,15/08/2026,Australia,Japan
2,10.99827236766631,21.800513527667132,Lachlan Shaw (Australia),Jackler,Green,949622,4,H,100,Australia,61370,Lachlan,Shaw,1,9,15/08/2026,Australia,Japan
3,11.394399267677429,28.221667357,Shuhei Takeuchi (Japan),Ruck,Red,949622,3,A,3000,Japan,37874,Shuhei,Takeuchi,1,9,15/08/2026,Australia,Japan
4,14.472721576,25.200297697337472,Harry Potter (Australia),Jackler,Red,949622,11,H,100,Australia,30387,Harry,Potter,1,12,15/08/2026,Australia,Japan
5,17.393672392940555,26.202989193,Faulua Makisi (Japan),Ruck,Green,949622,8,A,3000,Japan,23417,Faulua,Makisi,1,16,15/08/2026,Australia,Japan
6,17.900272108843538,23.899945868993537,Hayate Era (Japan),Ruck,Green,949622,2,A,3000,Japan,61955,Hayate,Era,1,16,15/08/2026,Australia,Japan
7,18.546113546,27.030784041,Warner Dearns (Japan),Ruck,Red,949622,5,A,3000,Japan,40399,Warner,Dearns,1,16,15/08/2026,Australia,Japan
8,19.793469387755103,24.793469387755103,Yoshitaka Yazaki (Japan),Carry,Green,949622,14,A,3000,Japan,59862,Yoshitaka,Yazaki,1,16,15/08/2026,Australia,Japan
9,20.499066524997087,29.20095556733246,Angus Bell (Australia),Tackle,Red,949622,1,H,100,Australia,32109,Angus,Bell,1,19,15/08/2026,Australia,Japan
10,23.899945868993537,27.253746003000003,Ben Gunter (Japan),Ruck,Green,949622,6,A,3000,Japan,26283,Ben,Gunter,1,20,15/08/2026,Australia,Japan
11,23.899945868993537,27.253746003000003,Faulua Makisi (Japan),Ruck,Green,949622,8,A,3000,Japan,23417,Faulua,Makisi,1,20,15/08/2026,Australia,Japan
12,24.201946178,36.90092937600157,Harry Potter (Australia),Kick Retreat,Green,949622,11,H,100,Australia,30387,Harry,Potter,1,20,15/08/2026,Australia,Japan
13,24.201946178,36.90092937600157,Angus Bell (Australia),Kick Retreat,Green,949622,1,H,100,Australia,32109,Angus,Bell,1,20,15/08/2026,Australia,Japan
14,24.201946178,36.90092937600157,Charlie Cale (Australia),Kick Retreat,Green,949622,6,H,100,Australia,35943,Charlie,Cale,1,20,15/08/2026,Australia,Japan
15,24.201946178,36.90092937600157,Carlo Tizzano (Australia),Kick Retreat,Green,949622,7,H,100,Australia,32330,Carlo,Tizzano,1,20,15/08/2026,Australia,Japan
16,24.201946178,36.90092937600157,Taniela Tupou (Australia),Kick Retreat,Green,949622,3,H,100,Australia,21975,Taniela,Tupou,1,20,15/08/2026,Australia,Japan
17,24.201946178,36.90092937600157,Hunter Paisami (Australia),Kick Retreat,Green,949622,12,H,100,Australia,27748,Hunter,Paisami,1,20,15/08/2026,Australia,Japan
18,24.201946178,36.90092937600157,Josh Nasser (Australia),Kick Retreat,Green,949622,2,H,100,Australia,25507,Josh,Nasser,1,20,15/08/2026,Australia,Japan
19,24.201946178,36.90092937600157,Lukhan Salakaia-Loto (Australia),Kick Retreat,Green,949622,5,H,100,Australia,23334,Lukhan,Salakaia-Loto,1,20,15/08/2026,Australia,Japan
20,24.201946178,36.90092937600157,Harry Wilson (Australia),Kick Retreat,Green,949622,8,H,100,Australia,25509,Harry,Wilson,1,20,15/08/2026,Australia,Japan
21,24.201946178,36.90092937600157,Ryan Lonergan (Australia),Kick Retreat,Green,949622,9,H,100,Australia,27287,Ryan,Lonergan,1,20,15/08/2026,Australia,Japan
22,24.201946178,36.90092937600157,Isaac Henry (Australia),Kick Retreat,Green,949622,13,H,100,Australia,25548,Isaac,Henry,1,20,15/08/2026,Australia,Japan
23,24.899319734,34.40098290199997,Lachlan Shaw (Australia),Charge Down,Green,949622,4,H,100,Australia,61370,Lachlan,Shaw,1,20,15/08/2026,Australia,Japan
24,25.49381586001915,34.49987511835647,Takato Okabe (Japan),Kick Chase,Green,949622,1,A,3000,Japan,32321,Takato,Okabe,1,21,15/08/2026,Australia,Japan
25,25.899206026302203,34.49987511835647,Hayate Era (Japan),Kick Chase,Green,949622,2,A,3000,Japan,61955,Hayate,Era,1,21,15/08/2026,Australia,Japan
26,26.236648985,34.49987511835647,Shuhei Takeuchi (Japan),Kick Chase,Green,949622,3,A,3000,Japan,37874,Shuhei,Takeuchi,1,21,15/08/2026,Australia,Japan
27,26.236648985,34.49987511835647,Harry Hockings (Japan),Kick Chase,Green,949622,4,A,3000,Japan,24957,Harry,Hockings,1,21,15/08/2026,Australia,Japan
28,26.236648985,34.49987511835647,Warner Dearns (Japan),Kick Chase,Green,949622,5,A,3000,Japan,40399,Warner,Dearns,1,21,15/08/2026,Australia,Japan
29,26.236648985,34.49987511835647,Ben Gunter (Japan),Kick Chase,Green,949622,6,A,3000,Japan,26283,Ben,Gunter,1,21,15/08/2026,Australia,Japan
30,26.236648985,34.49987511835647,Tiennan Costley (Japan),Kick Chase,Green,949622,7,A,3000,Japan,58972,Tiennan,Costley,1,21,15/08/2026,Australia,Japan
31,26.236648985,34.49987511835647,Faulua Makisi (Japan),Kick Chase,Green,949622,8,A,3000,Japan,23417,Faulua,Makisi,1,21,15/08/2026,Australia,Japan
32,26.637967813,34.49987511835647,Haruto Kida (Japan),Kick Chase,Green,949622,11,A,3000,Japan,34476,Haruto,Kida,1,21,15/08/2026,Australia,Japan
33,26.637967813,34.49987511835647,Shunsuke Uenobo (Japan),Kick Chase,Green,949622,12,A,3000,Japan,61875,Shunsuke,Uenobo,1,21,15/08/2026,Australia,Japan
34,26.637967813,34.49987511835647,Dylan Riley (Japan),Kick Chase,Green,949622,13,A,3000,Japan,27652,Dylan,Riley,1,21,15/08/2026,Australia,Japan
35,26.637967813,34.49987511835647,Yoshitaka Yazaki (Japan),Kick Chase,Green,949622,14,A,3000,Japan,59862,Yoshitaka,Yazaki,1,21,15/08/2026,Australia,Japan
36,27.825555555555553,33.7992714769784,Harry Hockings (Japan),Carry,Green,949622,4,A,3000,Japan,24957,Harry,Hockings,1,21,15/08/2026,Australia,Japan
37,60.258010187,72.637467173,Lachlan Shaw (Australia),Lineout Attack,Green,949622,4,H,100,Australia,61370,Lachlan,Shaw,1,57,15/08/2026,Australia,Japan
38,60.258010187,72.637467173,Charlie Cale (Australia),Lineout Attack,Green,949622,6,H,100,Australia,35943,Charlie,Cale,1,57,15/08/2026,Australia,Japan
39,60.258010187,72.637467173,Taniela Tupou (Australia),Lineout Attack,Green,949622,3,H,100,Australia,21975,Taniela,Tupou,1,57,15/08/2026,Australia,Japan
40,60.258010187,72.637467173,Josh Nasser (Australia),Lineout Attack,Green,949622,2,H,100,Australia,25507,Josh,Nasser,1,57,15/08/2026,Australia,Japan
41,60.258010187,72.637467173,Lukhan Salakaia-Loto (Australia),Lineout Attack,Green,949622,5,H,100,Australia,23334,Lukhan,Salakaia-Loto,1,57,15/08/2026,Australia,Japan
42,60.28555555555556,75.59983515370483,Takato Okabe (Japan),Lineout Attack,Green,949622,1,A,3000,Japan,32321,Takato,Okabe,1,57,15/08/2026,Australia,Japan
43,60.28555555555556,75.59983515370483,Shuhei Takeuchi (Japan),Lineout Attack,Green,949622,3,A,3000,Japan,37874,Shuhei,Takeuchi,1,57,15/08/2026,Australia,Japan
44,60.69903723464451,75.59983515370483,Harry Hockings (Japan),Lineout Attack,Green,949622,4,A,3000,Japan,24957,Harry,Hockings,1,57,15/08/2026,Australia,Japan
45,60.885353652000006,75.59983515370483,Warner Dearns (Japan),Lineout Attack,Green,949622,5,A,3000,Japan,40399,Warner,Dearns,1,59,15/08/2026,Australia,Japan
46,65.156354721,70.156354721,Yoshitaka Yazaki (Japan),Tackle,Green,949622,14,A,3000,Japan,59862,Yoshitaka,Yazaki,1,104,15/08/2026,Australia,Japan
47,67.59859929699888,85.60011837366311,Carlo Tizzano (Australia),Ruck,Green,949622,7,H,100,Australia,32330,Carlo,Tizzano,1,104,15/08/2026,Australia,Japan
48,67.59859929699888,85.60011837366311,Carlo Tizzano (Australia),Kick Chase,Green,949622,7,H,100,Australia,32330,Carlo,Tizzano,1,104,15/08/2026,Australia,Japan
49,67.686166367,72.686166367,Tiennan Costley (Japan),Tackle,Green,949622,7,A,3000,Japan,58972,Tiennan,Costley,1,104,15/08/2026,Australia,Japan
50,69.49852283899426,85.60011837366311,Angus Bell (Australia),Ruck,Green,949622,1,H,100,Australia,32109,Angus,Bell,1,108,15/08/2026,Australia,Japan
51,69.49852283899426,85.60011837366311,Angus Bell (Australia),Kick Chase,Green,949622,1,H,100,Australia,32109,Angus,Bell,1,108,15/08/2026,Australia,Japan
52,70.49940546299555,85.60011837366311,Taniela Tupou (Australia),Ruck,Green,949622,3,H,100,Australia,21975,Taniela,Tupou,1,102,15/08/2026,Australia,Japan
53,70.49940546299555,85.60011837366311,Taniela Tupou (Australia),Kick Chase,Green,949622,3,H,100,Australia,21975,Taniela,Tupou,1,102,15/08/2026,Australia,Japan
54,71.59802174766625,87.629470075,Harry Wilson (Australia),Carry,Green,949622,8,H,100,Australia,25509,Harry,Wilson,1,102,15/08/2026,Australia,Japan
55,71.59802174766625,87.629470075,Harry Wilson (Australia),Kick Chase,Green,949622,8,H,100,Australia,25509,Harry,Wilson,1,102,15/08/2026,Australia,Japan
56,71.990892269,87.654234466,Harry Potter (Australia),Kick Chase,Green,949622,11,H,100,Australia,30387,Harry,Potter,1,102,15/08/2026,Australia,Japan
57,71.990892269,87.654234466,Lachlan Shaw (Australia),Kick Chase,Green,949622,4,H,100,Australia,61370,Lachlan,Shaw,1,102,15/08/2026,Australia,Japan
58,71.990892269,87.654234466,Charlie Cale (Australia),Kick Chase,Green,949622,6,H,100,Australia,35943,Charlie,Cale,1,102,15/08/2026,Australia,Japan
59,71.990892269,87.654234466,Hunter Paisami (Australia),Kick Chase,Green,949622,12,H,100,Australia,27748,Hunter,Paisami,1,102,15/08/2026,Australia,Japan
60,71.990892269,87.654234466,Josh Nasser (Australia),Kick Chase,Green,949622,2,H,100,Australia,25507,Josh,Nasser,1,102,15/08/2026,Australia,Japan
61,71.990892269,87.654234466,Ryan Lonergan (Australia),Kick Chase,Green,949622,9,H,100,Australia,27287,Ryan,Lonergan,1,102,15/08/2026,Australia,Japan
62,71.990892269,87.654234466,Isaac Henry (Australia),Kick Chase,Green,949622,13,H,100,Australia,25548,Isaac,Henry,1,102,15/08/2026,Australia,Japan
63,71.9985941043084,76.9985941043084,Warner Dearns (Japan),Charge Down,Green,949622,5,A,3000,Japan,40399,Warner,Dearns,1,102,15/08/2026,Australia,Japan
64,72.19829000466294,85.60011837366311,Lukhan Salakaia-Loto (Australia),Ruck,Green,949622,5,H,100,Australia,23334,Lukhan,Salakaia-Loto,1,102,15/08/2026,Australia,Japan
65,72.19829000466294,85.60011837366311,Lukhan Salakaia-Loto (Australia),Kick Chase,Green,949622,5,H,100,Australia,23334,Lukhan,Salakaia-Loto,1,102,15/08/2026,Australia,Japan
66,76.769715622,82.297827962,Takato Okabe (Japan),Kick Retreat,Green,949622,1,A,3000,Japan,32321,Takato,Okabe,1,115,15/08/2026,Australia,Japan
67,76.769715622,82.297827962,Hayate Era (Japan),Kick Retreat,Green,949622,2,A,3000,Japan,61955,Hayate,Era,1,115,15/08/2026,Australia,Japan
68,76.769715622,82.297827962,Shuhei Takeuchi (Japan),Kick Retreat,Green,949622,3,A,3000,Japan,37874,Shuhei,Takeuchi,1,115,15/08/2026,Australia,Japan
69,76.769715622,82.297827962,Harry Hockings (Japan),Kick Retreat,Green,949622,4,A,3000,Japan,24957,Harry,Hockings,1,115,15/08/2026,Australia,Japan
70,76.769715622,82.297827962,Warner Dearns (Japan),Kick Retreat,Green,949622,5,A,3000,Japan,40399,Warner,Dearns,1,115,15/08/2026,Australia,Japan
71,76.769715622,82.297827962,Ben Gunter (Japan),Kick Retreat,Green,949622,6,A,3000,Japan,26283,Ben,Gunter,1,115,15/08/2026,Australia,Japan
72,76.769715622,82.297827962,Tiennan Costley (Japan),Kick Retreat,Green,949622,7,A,3000,Japan,58972,Tiennan,Costley,1,115,15/08/2026,Australia,Japan
73,76.769715622,82.297827962,Faulua Makisi (Japan),Kick Retreat,Green,949622,8,A,3000,Japan,23417,Faulua,Makisi,1,115,15/08/2026,Australia,Japan
74,76.769715622,82.297827962,Naoto Saito (Japan),Kick Retreat,Green,949622,9,A,3000,Japan,25158,Naoto,Saito,1,115,15/08/2026,Australia,Japan
75,76.769715622,82.297827962,Haruto Kida (Japan),Kick Retreat,Green,949622,11,A,3000,Japan,34476,Haruto,Kida,1,115,15/08/2026,Australia,Japan
76,76.769715622,82.297827962,Shunsuke Uenobo (Japan),Kick Retreat,Green,949622,12,A,3000,Japan,61875,Shunsuke,Uenobo,1,115,15/08/2026,Australia,Japan
77,76.769715622,82.297827962,Dylan Riley (Japan),Kick Retreat,Green,949622,13,A,3000,Japan,27652,Dylan,Riley,1,115,15/08/2026,Australia,Japan
78,76.769715622,82.297827962,Yoshitaka Yazaki (Japan),Kick Retreat,Green,949622,14,A,3000,Japan,59862,Yoshitaka,Yazaki,1,115,15/08/2026,Australia,Japan
79,82.5000104116579,93.80099678699987,Lachlan Shaw (Australia),Tackle,Yellow,949622,4,H,100,Australia,61370,Lachlan,Shaw,1,116,15/08/2026,Australia,Japan
80,83.656194317,92.90050610966593,Carlo Tizzano (Australia),Jackler,Green,949622,7,H,100,Australia,32330,Carlo,Tizzano,1,120,15/08/2026,Australia,Japan
81,85.58290249433107,93.369834376,Shuhei Takeuchi (Japan),Ruck,Green,949622,3,A,3000,Japan,37874,Shuhei,Takeuchi,1,123,15/08/2026,Australia,Japan
82,85.619539694,92.957128273,Yoshitaka Yazaki (Japan),Ruck,Red,949622,14,A,3000,Japan,59862,Yoshitaka,Yazaki,1,123,15/08/2026,Australia,Japan
83,89.964044902,94.964044902,Tiennan Costley (Japan),Carry,Green,949622,7,A,3000,Japan,58972,Tiennan,Costley,1,127,15/08/2026,Australia,Japan
84,91.29259829865686,100.7423921,Dylan Riley (Japan),Ruck,Green,949622,13,A,3000,Japan,27652,Dylan,Riley,1,129,15/08/2026,Australia,Japan
85,93.3995245659967,104.486975082,Hunter Paisami (Australia),Tackle,Yellow,949622,12,H,100,Australia,27748,Hunter,Paisami,1,131,15/08/2026,Australia,Japan
86,95.7423921,100.7423921,Haruto Kida (Japan),Ruck,Green,949622,11,A,3000,Japan,34476,Haruto,Kida,1,134,15/08/2026,Australia,Japan
87,97.902067602,102.902067602,Takato Okabe (Japan),Ruck,Green,949622,1,A,3000,Japan,32321,Takato,Okabe,1,133,15/08/2026,Australia,Japan
88,97.902067602,102.902067602,Faulua Makisi (Japan),Ruck,Green,949622,8,A,3000,Japan,23417,Faulua,Makisi,1,133,15/08/2026,Australia,Japan
89,98.224473354,103.224473354,Shunsuke Uenobo (Japan),Carry,Green,949622,12,A,3000,Japan,61875,Shunsuke,Uenobo,1,137,15/08/2026,Australia,Japan
90,98.69761651197122,104.99874146996558,Warner Dearns (Japan),Carry,Red,949622,5,A,3000,Japan,40399,Warner,Dearns,1,137,15/08/2026,Australia,Japan
91,100.930207212,110.60042754900202,Josh Nasser (Australia),Tackle,Red,949622,2,H,100,Australia,25507,Josh,Nasser,1,138,15/08/2026,Australia,Japan
92,104.461025175,120.70040357167336,Taniela Tupou (Australia),Tackle,Green,949622,3,H,100,Australia,21975,Taniela,Tupou,1,139,15/08/2026,Australia,Japan
93,104.461025175,120.70040357167336,Taniela Tupou (Australia),Kick Retreat,Green,949622,3,H,100,Australia,21975,Taniela,Tupou,1,139,15/08/2026,Australia,Japan
94,106.58973496563596,114.810750133,Harry Hockings (Japan),Ruck,Green,949622,4,A,3000,Japan,24957,Harry,Hockings,1,143,15/08/2026,Australia,Japan
95,107.024019417,119.60069926066951,Harry Potter (Australia),Kick Retreat,Green,949622,11,H,100,Australia,30387,Harry,Potter,1,143,15/08/2026,Australia,Japan
96,107.024019417,119.60069926066951,Lachlan Shaw (Australia),Kick Retreat,Green,949622,4,H,100,Australia,61370,Lachlan,Shaw,1,143,15/08/2026,Australia,Japan
97,107.024019417,119.60069926066951,Angus Bell (Australia),Kick Retreat,Green,949622,1,H,100,Australia,32109,Angus,Bell,1,143,15/08/2026,Australia,Japan
